"matricula";"ano_matriculacion";"color";"num_plazas";"km";"marca";"modelo";"categoria";"tipo_combustible"
"UDJ4106";"2016";"ROJO";"5";"56527.00000";"Audi";"A5";"LUJO";"GN"
"FUH1532";"2016";"ROJO";"5";"11385.00000";"Audi";"A5";"MONOVOLÚMENES";"HIDRÓGENO"
"MVS1266";"2006";"ROJO";"7";"71931.00000";"Audi";"A5";"MONOVOLÚMENES";"GASOLINA"
"REW8316";"2018";"ROJO";"5";"38676.00000";"Audi";"A5";"ECONÓMICA";"HIDRÓGENO"
"TWZ4107";"2013";"ROJO";"5";"72647.00000";"Audi";"A5";"ECONÓMICA";"HÍBRIDO"
"SBC3361";"2011";"ROJO";"5";"91832.00000";"Audi";"A5";"LUJO";"HIDRÓGENO"
"NUM9359";"2016";"ROJO";"5";"66742.00000";"Audi";"S5";"MEDIANA";"HÍBRIDO"
"WRU9225";"2016";"ROJO";"5";"57587.00000";"Audi";"S5";"LUJO";"GLP"
"MYG4337";"2010";"ROJO";"5";"67681.00000";"Audi";"S5";"COMPACTA";"ELÉCTRICO"
"UAW1126";"2009";"ROJO";"5";"11424.00000";"Audi";"S5";"MONOVOLÚMENES";"HIDRÓGENO"
"GDY4001";"2007";"ROJO";"5";"6198.00000";"Audi";"S5";"ECONÓMICA";"HÍBRIDO"
"WXW6566";"2001";"ROJO";"5";"53680.00000";"Audi";"S5";"DESCAPOTABLES";"ELÉCTRICO"
"OZE0547";"2006";"ROJO";"5";"5392.00000";"Audi";"S5";"ECONÓMICA";"HIDRÓGENO"
"NYB4088";"2016";"ROJO";"5";"11200.00000";"Audi";"V8";"MONOVOLÚMENES";"GLP"
"NLO5682";"2008";"ROJO";"5";"54900.00000";"Audi";"V8";"DESCAPOTABLES";"GASOLINA"
"VOG6160";"2002";"ROJO";"5";"9952.00000";"Audi";"V8";"MINI";"GN"
"RKZ7734";"2003";"ROJO";"5";"88947.00000";"Audi";"V8";"LUJO";"GASOLINA"
"UPQ4150";"2014";"ROJO";"5";"7921.00000";"Audi";"V8";"ECONÓMICA";"ELÉCTRICO"
"WNY1733";"2013";"ROJO";"5";"6141.00000";"Audi";"200";"ECONÓMICA";"HÍBRIDO"
"TCG9661";"2011";"ROJO";"5";"91901.00000";"Audi";"200";"LUJO";"HIDRÓGENO"
"ZRL1271";"2007";"ROJO";"5";"83896.00000";"Audi";"200";"SUV";"GLP"
"GMP6191";"2020";"ROJO";"5";"50886.00000";"Audi";"200";"DESCAPOTABLES";"GLP"
"EFP2566";"2005";"ROJO";"5";"71660.00000";"Audi";"200";"ECONÓMICA";"HIDRÓGENO"
"CJK1093";"2017";"ROJO";"5";"68743.00000";"Audi";"100";"COMPACTA";"GASOLINA"
"AOV5104";"2008";"ROJO";"5";"64095.00000";"Audi";"100";"MEDIANA";"GLP"
"WTG9951";"2015";"ROJO";"5";"31768.00000";"Audi";"100";"MEDIANA";"HIDRÓGENO"
"QTT6622";"2013";"ROJO";"5";"50742.00000";"Audi";"100";"SUV";"GLP"
"CQX6208";"2016";"ROJO";"7";"33346.00000";"Audi";"100";"MONOVOLÚMENES";"ELÉCTRICO"
"FMX0408";"2019";"ROJO";"5";"4208.00000";"Audi";"100";"COMPACTA";"GLP"
"TEO4318";"2012";"ROJO";"5";"16535.00000";"Audi";"100";"SUV";"DIESEL"
"ZQG3810";"2018";"ROJO";"5";"47843.00000";"Audi";"90";"SUV";"ELÉCTRICO"
"NZG5593";"2014";"ROJO";"5";"52172.00000";"Audi";"90";"DESCAPOTABLES";"HIDRÓGENO"
"LUM1944";"2010";"ROJO";"7";"44331.00000";"Audi";"90";"MONOVOLÚMENES";"DIESEL"
"ZNP6101";"2002";"ROJO";"5";"33950.00000";"Audi";"90";"MEDIANA";"HÍBRIDO"
"NKP7735";"2012";"ROJO";"5";"48480.00000";"Audi";"90";"SUV";"GASOLINA"
"ZNU3299";"2016";"ROJO";"5";"66736.00000";"Audi";"90";"MEDIANA";"HÍBRIDO"
"IYP2432";"2004";"ROJO";"5";"69842.00000";"Audi";"90";"COMPACTA";"DIESEL"
"DVT3341";"2018";"ROJO";"5";"46444.00000";"Audi";"90";"MONOVOLÚMENES";"HÍBRIDO"
"XEF5921";"2015";"ROJO";"7";"77966.00000";"Audi";"90";"MONOVOLÚMENES";"DIESEL"
"KWD1302";"2016";"ROJO";"5";"34769.00000";"Audi";"Tts";"COMPACTA";"ELÉCTRICO"
"QFG6192";"2004";"ROJO";"5";"45919.00000";"Audi";"Tts";"MONOVOLÚMENES";"HIDRÓGENO"
"QTV8847";"2002";"ROJO";"5";"33179.00000";"Audi";"Tts";"MEDIANA";"HÍBRIDO"
"ITV9983";"2002";"ROJO";"5";"78315.00000";"Audi";"Tts";"MONOVOLÚMENES";"GLP"
"YRP1014";"2002";"ROJO";"5";"55514.00000";"Audi";"Tts";"LUJO";"GASOLINA"
"FEF5055";"2001";"ROJO";"9";"98375.00000";"Audi";"Tts";"MONOVOLÚMENES";"ELÉCTRICO"
"CFT2780";"2014";"ROJO";"5";"7722.00000";"Audi";"Tts";"ECONÓMICA";"ELÉCTRICO"
"PEC1061";"2016";"ROJO";"5";"35240.00000";"Audi";"Q5";"COMPACTA";"ELÉCTRICO"
"BCI4107";"2007";"ROJO";"7";"84826.00000";"Audi";"Q5";"MONOVOLÚMENES";"GLP"
"VWY1677";"2006";"ROJO";"5";"50240.00000";"Audi";"Q5";"SUV";"DIESEL"
"MYE1884";"2015";"ROJO";"7";"55154.00000";"Audi";"Q5";"MONOVOLÚMENES";"HIDRÓGENO"
"LVR0001";"2011";"ROJO";"5";"24389.00000";"Audi";"Q5";"LUJO";"GLP"
"NVS9618";"2016";"ROJO";"5";"58007.00000";"Audi";"A4 Allroad Quattro";"LUJO";"GLP"
"EXA4133";"2009";"ROJO";"5";"89111.00000";"Audi";"A4 Allroad Quattro";"LUJO";"GASOLINA"
"GPI9315";"2019";"ROJO";"5";"50326.00000";"Audi";"Tt Rs";"SUV";"DIESEL"
"TGX7112";"2011";"ROJO";"5";"25056.00000";"Audi";"Tt Rs";"LUJO";"GLP"
"XFG6243";"2006";"ROJO";"5";"95439.00000";"Audi";"Tt Rs";"FAMILIAR";"ELÉCTRICO"
"XDB8697";"2014";"ROJO";"5";"30915.00000";"Audi";"Tt Rs";"FAMILIAR";"GN"
"GJB1525";"2016";"ROJO";"5";"34428.00000";"Audi";"Tt Rs";"MEDIANA";"HÍBRIDO"
"KHG4454";"2007";"ROJO";"5";"97050.00000";"Audi";"Tt Rs";"FAMILIAR";"DIESEL"
"NGQ4279";"2009";"ROJO";"5";"10470.00000";"Audi";"Tt Rs";"MINI";"DIESEL"
"ZVG8114";"2011";"ROJO";"5";"38068.00000";"Audi";"Tt Rs";"COMPACTA";"GLP"
"BSL0938";"2004";"ROJO";"5";"37615.00000";"Audi";"Rs5";"COMPACTA";"GN"
"NMW9033";"2014";"ROJO";"5";"98734.00000";"Audi";"Rs5";"MEDIANA";"GLP"
"ILE5916";"2017";"ROJO";"5";"68380.00000";"Audi";"Rs5";"MEDIANA";"ELÉCTRICO"
"YCR0121";"2006";"ROJO";"5";"73300.00000";"Audi";"A1";"ECONÓMICA";"HIDRÓGENO"
"XFH8310";"2007";"ROJO";"5";"75232.00000";"Audi";"A1";"ECONÓMICA";"ELÉCTRICO"
"ARL1303";"2010";"ROJO";"5";"89570.00000";"Audi";"A1";"LUJO";"GASOLINA"
"AUV9979";"2004";"ROJO";"7";"92416.00000";"Audi";"A1";"MONOVOLÚMENES";"HIDRÓGENO"
"FWT1510";"2007";"ROJO";"5";"7539.00000";"Audi";"A1";"ECONÓMICA";"HÍBRIDO"
"ZMJ4944";"2015";"ROJO";"5";"85974.00000";"Audi";"A1";"DESCAPOTABLES";"GLP"
"ARI6169";"2012";"ROJO";"5";"4372.00000";"Audi";"A1";"COMPACTA";"GN"
"WSX5710";"2015";"ROJO";"5";"78173.00000";"Audi";"A7";"MINI";"GN"
"FIB3558";"2016";"ROJO";"5";"35254.00000";"Audi";"A7";"MEDIANA";"ELÉCTRICO"
"RLD4851";"2004";"ROJO";"7";"13741.00000";"Audi";"A7";"MONOVOLÚMENES";"GN"
"VIG2429";"2017";"ROJO";"5";"13360.00000";"Audi";"A7";"MONOVOLÚMENES";"HIDRÓGENO"
"MNB8057";"2014";"ROJO";"5";"76576.00000";"Audi";"A7";"ECONÓMICA";"GASOLINA"
"ERU9191";"2019";"ROJO";"5";"4273.00000";"Audi";"Rs3";"COMPACTA";"DIESEL"
"YHP2189";"2001";"ROJO";"9";"30574.00000";"Audi";"Rs3";"MONOVOLÚMENES";"HÍBRIDO"
"ERV1128";"2008";"ROJO";"5";"54648.00000";"Audi";"Rs3";"DESCAPOTABLES";"HÍBRIDO"
"SGE1108";"2000";"ROJO";"5";"97312.00000";"Audi";"Rs3";"FAMILIAR";"GASOLINA"
"VWZ3381";"2018";"ROJO";"5";"25654.00000";"Audi";"Rs3";"LUJO";"GLP"
"EMZ4106";"2019";"ROJO";"5";"17817.00000";"Audi";"Rs3";"SUV";"DIESEL"
"IJW2435";"2012";"ROJO";"9";"49230.00000";"Audi";"Rs3";"MONOVOLÚMENES";"GLP"
"KTL1251";"2019";"ROJO";"5";"73299.00000";"Audi";"Rs3";"ECONÓMICA";"HIDRÓGENO"
"KQY8111";"2002";"ROJO";"5";"65501.00000";"Audi";"Rs3";"MEDIANA";"GLP"
"PWP5506";"2017";"ROJO";"5";"37050.00000";"Audi";"Rs3";"COMPACTA";"GASOLINA"
"LRZ9421";"2019";"ROJO";"5";"27940.00000";"Audi";"Q3";"FAMILIAR";"HÍBRIDO"
"TGZ1727";"2003";"ROJO";"7";"12058.00000";"Audi";"Q3";"MONOVOLÚMENES";"DIESEL"
"WTE5108";"2015";"ROJO";"5";"86558.00000";"Audi";"Q3";"DESCAPOTABLES";"HIDRÓGENO"
"FHU1265";"2012";"ROJO";"5";"17918.00000";"Audi";"Q3";"SUV";"DIESEL"
"IUA7526";"2009";"ROJO";"5";"65461.00000";"Audi";"Q3";"MEDIANA";"GLP"
"CXD1923";"2018";"ROJO";"5";"15203.00000";"Audi";"Q3";"SUV";"HÍBRIDO"
"WQP0476";"2018";"ROJO";"5";"38599.00000";"Audi";"A6 Allroad Quattro";"COMPACTA";"GN"
"NPM5110";"2016";"ROJO";"5";"66626.00000";"Audi";"A6 Allroad Quattro";"MEDIANA";"HIDRÓGENO"
"IHK2677";"2007";"ROJO";"5";"97752.00000";"Audi";"S7";"FAMILIAR";"GASOLINA"
"WCY3826";"2005";"ROJO";"5";"94265.00000";"Audi";"S7";"LUJO";"HIDRÓGENO"
"PWN0545";"2004";"ROJO";"5";"14048.00000";"Audi";"S7";"MONOVOLÚMENES";"HIDRÓGENO"
"RDS0131";"2015";"ROJO";"5";"10268.00000";"Audi";"S7";"ECONÓMICA";"GASOLINA"
"DPN9831";"2011";"ROJO";"5";"92561.00000";"Audi";"S7";"LUJO";"GLP"
"XDW0547";"2003";"ROJO";"5";"57327.00000";"Audi";"Sq5";"LUJO";"GASOLINA"
"KDN2453";"2017";"ROJO";"5";"45400.00000";"Audi";"Sq5";"MINI";"GN"
"HWI0217";"2002";"ROJO";"5";"56737.00000";"Austin";"Mini";"DESCAPOTABLES";"ELÉCTRICO"
"QWK4075";"2008";"ROJO";"5";"55232.00000";"Austin";"Mini";"DESCAPOTABLES";"HÍBRIDO"
"YDW1023";"2010";"ROJO";"5";"36760.00000";"Austin";"Mini";"COMPACTA";"ELÉCTRICO"
"UNE4531";"2018";"ROJO";"5";"38529.00000";"Austin";"Mini";"COMPACTA";"DIESEL"
"PYW5910";"2005";"ROJO";"5";"70788.00000";"Austin";"Mini";"COMPACTA";"GASOLINA"
"HDU6787";"2002";"ROJO";"5";"87698.00000";"Austin";"Mini";"DESCAPOTABLES";"HIDRÓGENO"
"TJS4106";"2001";"ROJO";"5";"98615.00000";"Austin";"Mini";"FAMILIAR";"DIESEL"
"BUV7963";"2014";"ROJO";"5";"29560.00000";"Austin";"Mini";"FAMILIAR";"ELÉCTRICO"
"RNN1751";"2003";"ROJO";"5";"66894.00000";"Austin";"Mini";"MEDIANA";"GLP"
"GFH8094";"2002";"ROJO";"5";"11190.00000";"Austin";"Mini";"ECONÓMICA";"GASOLINA"
"GRO9811";"2007";"ROJO";"5";"7301.00000";"Austin";"Montego";"COMPACTA";"HIDRÓGENO"
"UXA5587";"2018";"ROJO";"5";"47223.00000";"Austin";"Montego";"MONOVOLÚMENES";"HIDRÓGENO"
"GLL9193";"2014";"ROJO";"5";"98874.00000";"Austin";"Maestro";"FAMILIAR";"DIESEL"
"WFL5259";"2001";"ROJO";"5";"7675.00000";"Austin";"Maestro";"ECONÓMICA";"HIDRÓGENO"
"WFM8644";"2014";"ROJO";"7";"85867.00000";"Austin";"Maestro";"MONOVOLÚMENES";"GLP"
"VSD4865";"2000";"ROJO";"5";"30139.00000";"Austin";"Maestro";"FAMILIAR";"ELÉCTRICO"
"MBV9206";"2001";"ROJO";"5";"9141.00000";"Austin";"Maestro";"ECONÓMICA";"HÍBRIDO"
"RJS6641";"2007";"ROJO";"7";"30175.00000";"Austin";"Maestro";"MONOVOLÚMENES";"HÍBRIDO"
"TPU1321";"2005";"ROJO";"7";"26120.00000";"Austin";"Maestro";"MONOVOLÚMENES";"HIDRÓGENO"
"HFE2470";"2002";"ROJO";"5";"11164.00000";"Austin";"Metro";"ECONÓMICA";"GASOLINA"
"DGZ1410";"2006";"ROJO";"5";"50105.00000";"Austin";"Metro";"SUV";"ELÉCTRICO"
"BWC9224";"2011";"ROJO";"5";"16174.00000";"Austin";"Metro";"MONOVOLÚMENES";"HÍBRIDO"
"AOT1468";"2003";"ROJO";"5";"67609.00000";"Austin";"Metro";"MEDIANA";"HIDRÓGENO"
"PUF7107";"2007";"ROJO";"5";"97931.00000";"Austin";"Metro";"FAMILIAR";"GASOLINA"
"FCV9832";"2020";"ROJO";"5";"5951.00000";"Austin";"Mini Moke";"COMPACTA";"DIESEL"
"PCR1469";"2013";"ROJO";"5";"73424.00000";"Austin";"Mini Moke";"COMPACTA";"GLP"
"XFK4610";"2017";"ROJO";"5";"68872.00000";"Austin";"Mini Moke";"MEDIANA";"HÍBRIDO"
"RUZ5658";"2012";"ROJO";"7";"95531.00000";"Austin";"Mini Moke";"MONOVOLÚMENES";"HÍBRIDO"
"OVL8681";"2018";"ROJO";"5";"25858.00000";"Austin";"Mini Moke";"LUJO";"DIESEL"
"SZR4955";"2004";"ROJO";"5";"69167.00000";"Auverland";"Diesel";"MEDIANA";"HÍBRIDO"
"WNB8696";"2005";"ROJO";"5";"48346.00000";"Auverland";"Diesel";"MONOVOLÚMENES";"HIDRÓGENO"
"GIY7616";"2017";"ROJO";"5";"46517.00000";"Auverland";"Diesel";"MINI";"GN"
"XQN7892";"2005";"ROJO";"5";"39039.00000";"Auverland";"Diesel";"COMPACTA";"DIESEL"
"PIU0752";"2012";"ROJO";"5";"26554.00000";"Auverland";"Diesel";"LUJO";"GN"
"AKC1467";"2015";"ROJO";"7";"77401.00000";"Auverland";"Diesel";"MONOVOLÚMENES";"GASOLINA"
"CAU9069";"2013";"ROJO";"5";"73745.00000";"Bentley";"Brooklands";"COMPACTA";"GLP"
"CCH1525";"2020";"ROJO";"7";"5933.00000";"Bentley";"Brooklands";"MONOVOLÚMENES";"ELÉCTRICO"
"UMB9193";"2014";"ROJO";"5";"98643.00000";"Bentley";"Turbo";"FAMILIAR";"GASOLINA"
"TON9983";"2001";"ROJO";"5";"9103.00000";"Bentley";"Turbo";"ECONÓMICA";"HIDRÓGENO"
"PZF0564";"2007";"ROJO";"5";"53570.00000";"Bentley";"Turbo";"SUV";"GN"
"YMO3962";"2009";"ROJO";"9";"11025.00000";"Bentley";"Turbo";"MONOVOLÚMENES";"GASOLINA"
"CAT7204";"2018";"ROJO";"7";"48922.00000";"Bentley";"Turbo";"MONOVOLÚMENES";"GN"
"OKK7543";"2010";"ROJO";"5";"36789.00000";"Bentley";"Continental";"MEDIANA";"HÍBRIDO"
"GFL6568";"2004";"ROJO";"5";"15147.00000";"Bentley";"Continental";"MONOVOLÚMENES";"HIDRÓGENO"
"GVK5250";"2010";"ROJO";"5";"67551.00000";"Bentley";"Continental";"MEDIANA";"GLP"
"IOR8181";"2006";"ROJO";"5";"18753.00000";"Bentley";"Continental";"SUV";"GASOLINA"
"UYJ9624";"2002";"ROJO";"5";"88201.00000";"Bentley";"Continental";"DESCAPOTABLES";"GLP"
"SBD5112";"2017";"ROJO";"5";"67916.00000";"Bentley";"Continental";"MEDIANA";"GLP"
"JPY8436";"2017";"ROJO";"5";"90853.00000";"Bentley";"Continental";"DESCAPOTABLES";"ELÉCTRICO"
"VCY4467";"2014";"ROJO";"5";"7577.00000";"Bentley";"Azure";"COMPACTA";"GLP"
"DVS1469";"2018";"ROJO";"5";"15428.00000";"Bentley";"Azure";"MONOVOLÚMENES";"HIDRÓGENO"
"MZL3299";"2017";"ROJO";"5";"90456.00000";"Bentley";"Azure";"DESCAPOTABLES";"HÍBRIDO"
"KGC7015";"2020";"ROJO";"5";"73962.00000";"Bentley";"Azure";"COMPACTA";"GLP"
"AZW4538";"2008";"ROJO";"7";"9331.00000";"Bentley";"Azure";"MONOVOLÚMENES";"GASOLINA"
"GUF7819";"2009";"ROJO";"9";"12182.00000";"Bentley";"Azure";"MONOVOLÚMENES";"GASOLINA"
"DIH5510";"2018";"ROJO";"5";"71175.00000";"Bentley";"Azure";"MEDIANA";"ELÉCTRICO"
"MRY7871";"2012";"ROJO";"7";"94263.00000";"Bentley";"Azure";"MONOVOLÚMENES";"HIDRÓGENO"
"YDV7291";"2002";"ROJO";"5";"9888.00000";"Bentley";"Azure";"ECONÓMICA";"HÍBRIDO"
"OWT1310";"2016";"ROJO";"5";"11546.00000";"Bentley";"Azure";"ECONÓMICA";"ELÉCTRICO"
"PQH5829";"2012";"ROJO";"5";"26339.00000";"Bentley";"Azure";"LUJO";"DIESEL"
"XHT9381";"2004";"ROJO";"5";"14086.00000";"Bentley";"Arnage";"MINI";"GLP"
"NID7946";"2009";"ROJO";"5";"33563.00000";"Bentley";"Arnage";"FAMILIAR";"GN"
"GBP8110";"2019";"ROJO";"5";"4417.00000";"Bentley";"Arnage";"MEDIANA";"ELÉCTRICO"
"SKW1917";"2006";"ROJO";"5";"51378.00000";"Bentley";"Arnage";"SUV";"ELÉCTRICO"
"SVB8103";"2015";"ROJO";"7";"56119.00000";"Bentley";"Arnage";"MONOVOLÚMENES";"GLP"
"QZZ0272";"2017";"ROJO";"5";"36646.00000";"Bentley";"Arnage";"MEDIANA";"HÍBRIDO"
"YPF2567";"2015";"ROJO";"5";"31948.00000";"Bentley";"Continental Gt";"FAMILIAR";"ELÉCTRICO"
"IUW1735";"2008";"ROJO";"5";"54397.00000";"Bentley";"Continental Gt";"SUV";"GLP"
"IVD2655";"2004";"ROJO";"5";"92955.00000";"Bentley";"Continental Gt";"LUJO";"GASOLINA"
"ZQF2262";"2005";"ROJO";"7";"39099.00000";"Bentley";"Continental Gt";"MONOVOLÚMENES";"ELÉCTRICO"
"CHC7474";"2019";"ROJO";"7";"49920.00000";"Bentley";"Continental Flying Spur";"MONOVOLÚMENES";"GN"
"TXI9641";"2008";"ROJO";"5";"54002.00000";"Bentley";"Continental Flying Spur";"SUV";"GN"
"BWC9223";"2002";"ROJO";"5";"10051.00000";"Bentley";"Continental Flying Spur";"ECONÓMICA";"HÍBRIDO"
"XVM8844";"2003";"ROJO";"5";"90532.00000";"Bentley";"Continental Flying Spur";"DESCAPOTABLES";"HÍBRIDO"
"QDS2970";"2018";"ROJO";"5";"47770.00000";"Bentley";"Continental Flying Spur";"MINI";"GLP"
"XZH4264";"2007";"ROJO";"5";"29684.00000";"Bentley";"Turbo R";"LUJO";"HIDRÓGENO"
"PXS1062";"2008";"ROJO";"5";"10364.00000";"Bentley";"Turbo R";"ECONÓMICA";"HÍBRIDO"
"WJG2225";"2000";"ROJO";"5";"52739.00000";"Bentley";"Turbo R";"SUV";"GASOLINA"
"AKX4299";"2012";"ROJO";"5";"26659.00000";"Bentley";"Mulsanne";"LUJO";"GASOLINA"
"BDK6101";"2013";"ROJO";"5";"74426.00000";"Bentley";"Mulsanne";"COMPACTA";"GN"
"AGD1042";"2012";"ROJO";"5";"49750.00000";"Bentley";"Mulsanne";"MONOVOLÚMENES";"HIDRÓGENO"
"ROS1077";"2011";"ROJO";"5";"93646.00000";"Bentley";"Eight";"LUJO";"GASOLINA"
"JIM4610";"2018";"ROJO";"7";"39246.00000";"Bentley";"Eight";"MONOVOLÚMENES";"ELÉCTRICO"
"HEZ4145";"2004";"ROJO";"5";"14161.00000";"Bentley";"Eight";"MINI";"DIESEL"
"UFT1298";"2008";"ROJO";"5";"8776.00000";"Bentley";"Eight";"COMPACTA";"GLP"
"RKB1081";"2017";"ROJO";"5";"91772.00000";"Bentley";"Eight";"DESCAPOTABLES";"ELÉCTRICO"
"KWB8710";"2008";"ROJO";"5";"86681.00000";"Bentley";"Eight";"SUV";"GASOLINA"
"DQV1397";"2019";"ROJO";"5";"95727.00000";"Bentley";"Eight";"LUJO";"GLP"
"TQY9585";"2005";"ROJO";"7";"15969.00000";"Bentley";"Eight";"MONOVOLÚMENES";"DIESEL"
"ZVD2638";"2020";"ROJO";"5";"96981.00000";"Bentley";"Eight";"LUJO";"HIDRÓGENO"
"BOQ6979";"2009";"ROJO";"5";"11523.00000";"Bentley";"Continental Gtc";"ECONÓMICA";"HÍBRIDO"
"HLH2072";"2016";"ROJO";"5";"88638.00000";"Bentley";"Continental Gtc";"SUV";"GLP"
"UMD2813";"2002";"ROJO";"5";"55695.00000";"Bentley";"Continental Gtc";"SUV";"GLP"
"NIZ0152";"2013";"ROJO";"5";"27913.00000";"Bentley";"Continental Gtc";"LUJO";"GN"
"XIB2037";"2011";"ROJO";"5";"38550.00000";"Bentley";"Continental Gtc";"MEDIANA";"ELÉCTRICO"
"PFG5056";"2010";"ROJO";"7";"59096.00000";"Bentley";"Continental Gtc";"MONOVOLÚMENES";"HIDRÓGENO"
"GYZ1661";"2015";"ROJO";"5";"33336.00000";"Bentley";"Continental Gtc";"FAMILIAR";"GASOLINA"
"JNO2433";"2014";"ROJO";"5";"76617.00000";"Bentley";"Continental Supersports";"COMPACTA";"HIDRÓGENO"
"CZQ3565";"2011";"ROJO";"5";"24860.00000";"Bentley";"Continental Supersports";"DESCAPOTABLES";"HÍBRIDO"
"NBS4942";"2016";"ROJO";"5";"90118.00000";"Bertone";"Freeclimber Diesel";"DESCAPOTABLES";"HIDRÓGENO"
"NPI8262";"2005";"ROJO";"5";"39205.00000";"Bertone";"Freeclimber Diesel";"MEDIANA";"ELÉCTRICO"
"RIP9982";"2013";"ROJO";"5";"96448.00000";"Bertone";"Freeclimber Diesel";"LUJO";"HIDRÓGENO"
"GHR4282";"2016";"ROJO";"5";"44602.00000";"Bertone";"Freeclimber Diesel";"ECONÓMICA";"HÍBRIDO"
"AGG5793";"2002";"ROJO";"5";"34111.00000";"Bertone";"Freeclimber Diesel";"FAMILIAR";"DIESEL"
"TLZ5859";"2005";"ROJO";"7";"49052.00000";"Bertone";"Freeclimber Diesel";"MONOVOLÚMENES";"DIESEL"
"ZXQ4144";"2004";"ROJO";"5";"14022.00000";"Bertone";"Freeclimber Diesel";"ECONÓMICA";"GASOLINA"
"KIM3337";"2015";"ROJO";"5";"32520.00000";"Bmw";"Serie 3";"FAMILIAR";"ELÉCTRICO"
"OEG7622";"2004";"ROJO";"5";"15871.00000";"Bmw";"Serie 3";"MINI";"GLP"
"LPR5486";"2014";"ROJO";"5";"98734.00000";"Bmw";"Serie 3";"FAMILIAR";"HÍBRIDO"
"DJM2839";"2012";"ROJO";"5";"27188.00000";"Bmw";"Serie 3";"DESCAPOTABLES";"GASOLINA"
"IRJ7728";"2012";"ROJO";"5";"95269.00000";"Bmw";"Serie 3";"LUJO";"GLP"
"BJU8710";"2013";"ROJO";"5";"5453.00000";"Bmw";"Serie 3";"MEDIANA";"ELÉCTRICO"
"GRR3433";"2014";"ROJO";"5";"77344.00000";"Bmw";"Serie 3";"ECONÓMICA";"HIDRÓGENO"
"PTX2572";"2012";"ROJO";"7";"18362.00000";"Bmw";"Serie 3";"MONOVOLÚMENES";"GN"
"IOT0944";"2019";"ROJO";"5";"27732.00000";"Bmw";"Serie 5";"LUJO";"GASOLINA"
"RFB7152";"2013";"ROJO";"5";"50911.00000";"Bmw";"Serie 5";"MONOVOLÚMENES";"HIDRÓGENO"
"CPS7481";"2015";"ROJO";"5";"78716.00000";"Bmw";"Serie 5";"ECONÓMICA";"HÍBRIDO"
"RAZ9642";"2016";"ROJO";"5";"67555.00000";"Bmw";"Serie 5";"FAMILIAR";"GASOLINA"
"VIE8669";"2002";"ROJO";"5";"78794.00000";"Bmw";"Serie 5";"ECONÓMICA";"ELÉCTRICO"
"SXK3343";"2001";"ROJO";"5";"54942.00000";"Bmw";"Serie 5";"SUV";"DIESEL"
"VJH4267";"2010";"ROJO";"7";"14655.00000";"Bmw";"Serie 5";"MONOVOLÚMENES";"DIESEL"
"TYL4531";"2002";"ROJO";"9";"10296.00000";"Bmw";"Serie 5";"MONOVOLÚMENES";"GASOLINA"
"ZKY6161";"2018";"ROJO";"5";"92810.00000";"Bmw";"Compact";"DESCAPOTABLES";"ELÉCTRICO"
"JCK8735";"2008";"ROJO";"5";"78497.00000";"Bmw";"Compact";"ECONÓMICA";"HÍBRIDO"
"ZDR9772";"2005";"ROJO";"5";"48397.00000";"Bmw";"Compact";"ECONÓMICA";"DIESEL"
"ZDT3343";"2001";"ROJO";"9";"8536.00000";"Bmw";"Compact";"MONOVOLÚMENES";"ELÉCTRICO"
"RQF0546";"2018";"ROJO";"5";"39381.00000";"Bmw";"Compact";"MEDIANA";"ELÉCTRICO"
"VCZ6188";"2007";"ROJO";"7";"7493.00000";"Bmw";"Compact";"MONOVOLÚMENES";"ELÉCTRICO"
"TRD6583";"2006";"ROJO";"5";"96663.00000";"Bmw";"Compact";"LUJO";"GLP"
"OVM9054";"2011";"ROJO";"5";"46556.00000";"Bmw";"Compact";"ECONÓMICA";"ELÉCTRICO"
"PAH4323";"2013";"ROJO";"5";"29214.00000";"Bmw";"Compact";"LUJO";"GLP"
"XKE8441";"2013";"ROJO";"5";"7025.00000";"Bmw";"Compact";"COMPACTA";"GASOLINA"
"NMV7271";"2008";"ROJO";"7";"77488.00000";"Bmw";"Serie 7";"MONOVOLÚMENES";"GASOLINA"
"SSN3205";"2012";"ROJO";"5";"50591.00000";"Bmw";"Serie 7";"MONOVOLÚMENES";"HIDRÓGENO"
"ASK8072";"2001";"ROJO";"5";"76654.00000";"Bmw";"Serie 7";"COMPACTA";"GLP"
"FUE6261";"2015";"ROJO";"5";"10147.00000";"Bmw";"Serie 7";"COMPACTA";"HIDRÓGENO"
"SIO8455";"2000";"ROJO";"9";"30132.00000";"Bmw";"Serie 7";"MONOVOLÚMENES";"HIDRÓGENO"
"ETE6585";"2020";"ROJO";"5";"28745.00000";"Bmw";"Serie 7";"LUJO";"GN"
"EWV6572";"2012";"ROJO";"5";"49086.00000";"Bmw";"Serie 7";"MINI";"GN"
"GGP2415";"2020";"ROJO";"5";"74588.00000";"Bmw";"Serie 8";"COMPACTA";"GASOLINA"
"ZNS0001";"2007";"ROJO";"7";"7106.00000";"Bmw";"Serie 8";"MONOVOLÚMENES";"ELÉCTRICO"
"YQL3102";"2001";"ROJO";"5";"31679.00000";"Bmw";"Serie 8";"LUJO";"HÍBRIDO"
"YJY6167";"2014";"ROJO";"7";"31277.00000";"Bmw";"Serie 8";"MONOVOLÚMENES";"HÍBRIDO"
